smiles,IC50,lgIC50
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1CCN(C1)C(=O)C#C[C@@H]1CC(F)(F)CN1C)-c1cccnc1C(C)OC,55.0,1.7403626894942439
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#C[C@@H]1COCCN1C)-c1cccnc1C(C)OC,55.0,1.7403626894942439
COCCNC(=O)c1ccc(cn1)-c1nn(C2CC3(C2)CN(C3)C(=O)C=C)c(C)c1-c1c(Cl)c(C)cc2[nH]ncc12,12277.5,4.089109942803642
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1[C@@H](C)CN(C[C@H]1C)C(=O)C=C)-c1cccnc1[C@H](C)OC,55.0,1.7403626894942439
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1C[C@@H]2CN(C[C@@H]2C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,55.0,1.7403626894942439
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CN(C2)C(=O)C=C)CC1)-c1cccnc1[C@H](C)OC,55.0,1.7403626894942439
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@]1(F)CN(C[C@H]1F)C(=O)C=C)-c1cccnc1[C@H](C)OC,55.0,1.7403626894942439
CN(C)CCNc1nc(N2CCN(CC2)C(=O)C=C)c2cc(Cl)c(cc2n1)-c1nc(N)ccc1C(F)(F)F,59.0,1.7708520116421442
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccc(cc1)C(O)=O)-c1c(Cl)c(C)cc2[nH]ncc12,979.5,2.991004440330755
CN1Cc2cc(ccc2CC1=O)-c1nn(C2CC3(C2)CN(C3)C(=O)C=C)c(C)c1-c1c(Cl)c(C)cc2[nH]ncc12,7530.0,3.8767949762007006
Nc1ccc(c(n1)-c1cc2ncnc(N3CCN(CC3)C(=O)C=C)c2cc1Cl)C(F)(F)F,61.0,1.7853298350107671
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccc(O)cc1F)-c1c(Cl)c(C)cc2[nH]ncc12,2532.0,3.4034637013453173
Cc1cc(N)nc(c1Cl)-c1cc2ncnc(N3CCN(CC3)C(=O)C=C)c2cc1Cl,64.0,1.806179973983887
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1cnc2n(C)ccc2c1)-c1c(Cl)c(C)cc2[nH]ncc12,1483.0,3.1711411510283822
CC(C)c1nccc(C)c1-n1c2nc(c(F)cc2c(nc1=O)N1CCN(C[C@@H]1C)C(=O)C=C)-c1c(F)c(F)c(F)c(N)c1Cl,43.349999999999994,1.6369891018122291
CN1C(=O)Cc2cc(ccc12)-c1nn(C2CC3(C2)CN(C3)C(=O)C=C)c(C)c1-c1c(Cl)c(C)cc2[nH]ncc12,25035.5,4.398556269394706
Nc1ccc(c(n1)-c1cc2ncnc(N3CCN(CC3)C(=O)C=C)c2cc1C1CC1)C(F)(F)F,71.0,1.8512583487190752
C[C@H]1CN(CCN1c1nc(OC[C@@H]2CCCN2C)nc2c(F)c(c(Cl)cc12)-c1nc(N)c(F)c2ccccc12)C(=O)C=C,41.5,1.6180480967120927
C[C@H]1CN(CCN1c1nc(OC[C@@H]2CCCN2)nc2c(F)c(c(Cl)cc12)-c1nc(N)cc(C)c1C(F)(F)F)C(=O)C=C,79.0,1.8976270912904414
Nc1cc2ccccc2c(n1)-c1cc2ncnc(N3CCN(CC3)C(=O)C=C)c2cc1Cl,84.0,1.9242792860618816
C[C@@H]1CN(CCN1c1nc(OC[C@@H]2CCCN2C)nc2c(F)c(c(SC(F)(F)F)cc12)-c1nc(N)cc(C)c1C(F)(F)F)C(=O)C=C,84.0,1.9242792860618816
COCCNC(=O)c1ccc(cc1F)-c1nn(C2CC3(C2)CN(C3)C(=O)C=C)c(C)c1-c1c(Cl)c(C)cc2[nH]ncc12,16944.0,4.22901594276341
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccc(N)nc1)-c1c(Cl)c(C)cc2[nH]ncc12,92.0,1.9637878273455553
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccc(cc1)-n1cncn1)-c1c(Cl)c(C)cc2[nH]ncc12,25046.5,4.398747046096026
CNc1ncc2cc(ccc2n1)-c1nn(C2CC3(C2)CN(C3)C(=O)C=C)c(C)c1-c1c(Cl)c(C)cc2[nH]ncc12,25049.5,4.398799061564218
Cc1c(C)n(nc1-c1ccc2nnccc2c1)C1CC2(C1)CN(C2)C(=O)OC(C)(C)C,2550.5,3.406625327867206
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccc2n(C)cnc2c1)-c1c(Cl)c(C)cc2[nH]ncc12,25051.5,4.398833735082282
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccc2[nH]ncc2c1)-c1c(Cl)c(C)cc2[nH]ncc12,1355.0,3.1319392952104246
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1cnc2n(C)ncc2c1)-c1c(Cl)c(C)cc2[nH]ncc12,25056.0,4.39891174037785
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1cnc(N)c(F)c1)-c1c(Cl)c(C)cc2[nH]ncc12,6324.0,3.8009918612601714
Nc1ccc(c(n1)-c1cc2ncnc(N3CCN(CC3)C(=O)C=C)c2cc1N1CCC1)C(F)(F)F,150.0,2.1760912590556813
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccc(nc1)-n1nccc1N)-c1c(Cl)c(C)cc2[nH]ncc12,2581.0,3.411788004543869
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1cc2ccncc2[nH]1)-c1c(Cl)c(C)cc2[nH]ncc12,25086.5,4.399440073960406
Cc1cc(N)nc(c1C)-c1cc2ncnc(N3CCN(CC3)C(=O)C=C)c2cc1Cl,180.0,2.255272505103306
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1cc2cn(C)nc2cn1)-c1c(Cl)c(C)cc2[nH]ncc12,195.0,2.290034611362518
Cc1cc(N)nc(-c2cc3ncnc(N4CCN(C(C4)C#N)C(=O)C4=CCC4)c3cc2Cl)c1C(F)(F)F,200.0,2.3010299956639813
Nc1ccc(OC(F)(F)F)c(n1)-c1cc2ncnc(N3CCN(CC3)C(=O)C=C)c2cc1Cl,200.0,2.3010299956639813
CN(CC(C)(C)O)C(=O)c1ccc(cc1)-c1nn(C2CC3(C2)CN(C3)C(=O)C=C)c(C)c1-c1c(Cl)c(C)cc2[nH]ncc12,6151.0,3.788945727023748
C[C@H]1CN(CCN1c1nc(OC[C@@H]2C[C@@H](F)CN2C)nc2c(F)c(c(Cl)cc12)-c1nc(N)cc(C)c1C)C(=O)C=C,110.0,2.041392685158225
COc1ccc(cn1)-c1nn(C2CC3(C2)CN(C3)C(=O)OC(C)(C)C)c(C)c1-c1c(Cl)c(C)cc2n(ncc12)S(=O)(=O)c1ccc(C)cc1,216.0,2.3344537511509307
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1cccc2n(C)ncc12)-c1c(Cl)c(C)cc2[nH]ncc12,7610.0,3.8813846567705728
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccncc1C)-c1c(Cl)c(C)cc2[nH]ncc12,2805.5,3.448010273039476
Cc1cc(N)nc(-c2cc3ncnc(c3cc2Cl)C2(CCN(CC2)C(=O)C=C)C#N)c1C(F)(F)F,230.0,2.361727836017593
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccnn1CC1CC1)-c1c(Cl)c(C)cc2[nH]ncc12,25117.5,4.399976410931567
CC(F)(F)c1cc2c(ncnc2cc1-c1nc(N)ccc1C(F)(F)F)N1CCN(CC1)C(=O)C=C,240.0,2.380211241711606
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)C1=CCOCC1)-c1c(Cl)c(C)cc2[nH]ncc12,22620.0,4.354492600589436
Nc1cc2ccccc2c(n1)-c1c(Cl)cc2c(ncnc2c1F)N1CCN(CC1)C(=O)C=C,240.0,2.380211241711606
COCCN(C)C(=O)c1ccc(cc1)-c1nn(C2CC3(C2)CN(C3)C(=O)C=C)c(C)c1-c1c(Cl)c(C)cc2[nH]ncc12,2268.5,3.3557387836020354
CN1Cc2ccc(cc2C1)-c1nn(C2CC3(C2)CN(C3)C(=O)C=C)c(C)c1-c1c(Cl)c(C)cc2[nH]ncc12,25125.5,4.400114713018806
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1cccnc1)-c1c(Cl)c(C)cc2[nH]ncc12,10075.5,4.003266607354374
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccn2ccnc2c1)-c1c(Cl)c(C)cc2[nH]ncc12,25126.5,4.400131997683375
Nc1ccc(c(n1)-c1cc2ncnc(N3CCN(C(C3)C(F)(F)F)C(=O)C=C)c2cc1Cl)C(F)(F)F,290.0,2.462397997898956
Nc1ccc(CC(F)(F)F)c(n1)-c1cc2ncnc(N3CCN(CC3)C(=O)C=C)c2cc1Cl,290.0,2.462397997898956
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccc2CS(=O)(=O)Cc2c1)-c1c(Cl)c(C)cc2[nH]ncc12,12130.0,4.083860800866573
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccc2cn[nH]c2c1)-c1c(Cl)c(C)cc2[nH]ncc12,310.0,2.4913616938342726
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccc(nc1)-n1ccc(N)n1)-c1c(Cl)c(C)cc2[nH]ncc12,320.0,2.505149978319906
FC(F)c1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1cccnc1)-c1c(Cl)c(Cl)cc2[nH]ncc12,10967.5,4.040107643076983
Cc1cc(N)nc(-c2cc3nc(nc(N4CCN(CC4)C(=O)C=C)c3cc2Cl)C(F)(F)F)c1C(F)(F)F,350.0,2.5440680443502757
Nc1nc(ccc1CC(F)(F)F)-c1cc2ncnc(N3CCN(CC3)C(=O)C=C)c2cc1Cl,350.0,2.5440680443502757
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccc2COC(=O)c2c1)-c1c(Cl)c(C)cc2[nH]ncc12,25180.0,4.401055725771844
Cc1c(cc(N)nc1-c1cc2ncnc(N3CCN(CC3)C(=O)C=C)c2cc1Cl)C(F)(F)F,360.0,2.5563025007672873
CN1CCOc2ccc(cc12)-c1nn(C2CC3(C2)CN(C3)C(=O)C=C)c(C)c1-c1c(Cl)c(C)cc2[nH]ncc12,7137.0,3.853515696756929
Nc1ccc(c(n1)-c1c(Cl)cc2c(ncnc2c1F)N1CCN(CC1)C(=O)C=C)C(F)(F)F,207.0,2.315970345456918
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccccn1)-c1c(Cl)c(C)cc2[nH]ncc12,25211.5,4.401598685515524
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1ccc2n(C)ncc2c1)-c1c(Cl)c(C)cc2[nH]ncc12,230.5,2.362670929725667
Cc1ccc(N)nc1-c1cc2ncnc(N3CCN(CC3)C(=O)C=C)c2cc1Cl,450.0,2.6532125137753435
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)C1=CCC(F)(F)CC1)-c1c(Cl)c(C)cc2[nH]ncc12,832.5,2.9203842421783577
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1cscn1)-c1c(Cl)c(C)cc2[nH]ncc12,18282.5,4.262035582096285
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1cnc2n(C)cnc2c1)-c1c(Cl)c(C)cc2[nH]ncc12,25243.5,4.402149569482794
Cc1c(c(nn1C1CC2(C1)CN(C2)C(=O)C=C)-c1cnn(c1)S(=O)(=O)C1CC1)-c1c(Cl)c(C)cc2[nH]ncc12,25258.0,4.402398958913232
Cc1cc2[nH]ncc2c(-c2c(nn(C3CC4(C3)CN(C4)C(=O)C=C)c2C(F)F)-c2cccnc2C)c1Cl,25268.0,4.40257086822233
Cc1cc2c(ncnc2cc1-c1nc(N)ccc1C(F)(F)F)N1CCN(CC1)C(=O)C=C,540.0,2.7323937598229686
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC[C@H]1CN(C)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc(cnc1[C@H](C)OC)C1CN(C)C1,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC2(CCN2C(=O)C=C)C1)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCN(CC11CC1)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCN([C@@H](C(C)C)C(=O)N[C@H]1Cc2cccc(c2)-c2ccc3n(CC)c(c(CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C1=O)c3c2)-c1cccnc1[C@H](C)OC)C(=O)[C@H]1CCN(C1)C(=O)C=C,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C1CCCC1)N(C)C(=O)[C@@H]1CN(C[C@@H]1C)C(=O)C#CC)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(cc(c3)-c3ccc1c2c3)C(F)F)NC(=O)C(COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(C)C)-c1cccnc1C(C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1C[C@@H](C)N(C[C@H]1C)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC2CC(C1)N2C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1C[C@@H]2C[C@H]1CN2C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CC[C@]2(CCN(C2)C(=O)C#CC)C1=O)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]1CN(C[C@@H]1C)C(=O)C#CC)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CCN2C(=O)C=C)CC1)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC2(CN(C2)C(=O)C=C)C1)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC2CCC1CN2C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC[C@H]1CNC(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nnc(o3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CC[C@@]2(CCN(C2)C(=O)C#CC)C1=O)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1C[C@@H](C)N(C[C@@H]1C)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCOC2(CN(C2)C(=O)C=C)C1)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(n3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc2CCN(C)Cc2nc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nnc(o3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)\C=C\CF)-c1cccnc1C(C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CN(C[C@@H]1C)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3csc(n3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1COC2(CCN(CC2)C(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc2CN(C)CCc2nc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C=C)C(C)C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3coc(n3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C1COC1)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CC[C@]2(CCN(C2)C(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CC[C@@]2(CCN(C2)C(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc2CN(C)CCc2nc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)C(COC1CN(C1)C(=O)C=C)C(C)C)-c1cccnc1C(C)OC,550.0,2.7403626894942437
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc(n1CC1COC1)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)C(COC1CN(C1)C(=O)C=C)C(C)C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)C(COC1CN(C1)C(=O)C=C)C(C)C)-c1cccnc1C(C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](CC3=CCCN(C3)c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]1CCN(C1)C(=O)C#CC)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@@H]1[C@@H](C)CCN1C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@@H]1CCCCCN1C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]1CN(C[C@H]1C)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(C)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cn3cnc(n3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,550.0,2.7403626894942437
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C[C@H]3CN(CCO3)c3ccc1c2c3)NC(=O)C(C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1C(C)OC,550.0,2.7403626894942437
